Misurazioni,Nodo1 CPU,Nodo1 Memory,Nodo2 CPU,Nodo2 Memory,Nodo3 CPU,Nodo3 Memory,Nodo4 CPU,Nodo4 Memory,Nodo5 CPU,Nodo5 Memory,Nodo6 CPU,Nodo6 Memory,Nodo7 CPU,Nodo7 Memory
1,0.006392857142890579,971665408,0.005726190476176877,744349696,0.006130952380944369,1570955264,0.005619047619031682,718069760,0.009333333333357598,766717952,0.006059523809521343,763322368,0.005250000000003886,747827200
2,0.00703571428570112,971665408,0.006940476190483684,744349696,0.005857142857128328,1570955264,0.005369047619057622,718082048,0.00848809523806424,766717952,0.005654761904749997,763322368,0.006190476190484366,747831296
3,0.007666666666681346,971665408,0.006190476190477598,744349696,0.005916666666652894,1570955264,0.00590476190476577,718086144,0.008750000000024252,766717952,0.006333333333334881,763326464,0.005678571428554895,747831296
4,0.0065833333333276175,971665408,0.006678571428565625,744349696,0.006238095238109054,1570955264,0.005440476190475304,718086144,0.009261904761919347,766717952,0.005976190476191539,763330560,0.0054166666666671534,747839488
5,0.006369047619061046,971665408,0.006095238095246628,744349696,0.0056428571428612136,1570955264,0.005761904761902499,718106624,0.008642857142792709,766717952,0.00582142857143979,763334656,0.005416666666664651,747847680
6,0.007380952380925097,971665408,0.005809523809517444,744349696,0.00529761904761071,1570955264,0.005226190476202101,718123008,0.009273809523891497,766722048,0.005452380952367602,763334656,0.005845238095254163,747851776
7,0.006630952380949869,971665408,0.006011904761902272,744349696,0.0055833333333561355,1570955264,0.005595238095218254,718123008,0.008535714285672416,766722048,0.006059523809527501,763334656,0.005273809523796335,747855872
8,0.006857142857158275,971665408,0.007178571428559216,744349696,0.006261904761901774,1570955264,0.005500000000006909,718131200,0.009571428571463718,766722048,0.00592857142857145,763338752,0.00588095238096544,747855872
9,0.006404761904752291,971665408,0.005988095238126335,744349696,0.005392857142840599,1570955264,0.005547619047620769,718131200,0.008595238095192925,766722048,0.006130952380959528,763342848,0.005690476190457752,747864064
10,0.008392857142880824,971685888,0.005904761904751121,744349696,0.005404761904743996,1570955264,0.005630952380956734,718131200,0.00855952380955798,766722048,0.005714285714288368,763342848,0.005678571428583317,747913216
