Misurazioni,Nodo1 CPU,Nodo1 Memory,Nodo2 CPU,Nodo2 Memory,Nodo3 CPU,Nodo3 Memory,Nodo4 CPU,Nodo4 Memory,Nodo5 CPU,Nodo5 Memory,Nodo6 CPU,Nodo6 Memory,Nodo7 CPU,Nodo7 Memory
1,0.0067261904762008695,971665408,0.0067500000000168675,744345600,0.0057023809523917375,1570955264,0.004690476190475443,714297344,0.006690476190471188,761950208,0.003380952380926298,759607296,0.0036428571428484165,742653952
2,0.007297619047621341,971665408,0.005761904761902229,744345600,0.006154761904754955,1570955264,0.003190476190483034,714309632,0.00616666666663399,761950208,0.0035119047619230196,759607296,0.003154761904769321,742653952
3,0.0072380952381016495,971665408,0.006178571428560665,744345600,0.0059047619047727755,1570955264,0.003488095238085908,714309632,0.0062857142857221035,761950208,0.0037976190476020594,759607296,0.0036904761904744585,742653952
4,0.0077499999999829355,971665408,0.0069523809523708395,744345600,0.0066190476190540505,1570955264,0.0035595238095211135,714313728,0.0070714285713901984,761950208,0.003690476190484203,759619584,0.00315476190476066,742658048
5,0.0065952380952413,971665408,0.006142857142868339,744345600,0.005297619047580394,1570955264,0.003178571428575846,714313728,0.006154761904802322,761950208,0.003452380952393241,759623680,0.0035714285714201805,742653952
6,0.006833333333336321,971665408,0.0058214285714267965,744345600,0.005880952380955152,1570955264,0.0035952380952429456,714321920,0.006726190476210886,761950208,0.003499999999993298,759627776,0.003250000000008413,742658048
7,0.007404761904767621,971665408,0.005869047619044177,744345600,0.005369047619053834,1570955264,0.0032619047618963814,714334208,0.005988095238108741,761954304,0.0037142857142723213,759631872,0.0033571428571422396,742666240
8,0.007011904761904068,971665408,0.006750000000025531,744345600,0.006309523809534312,1570955264,0.0033928571428639364,714338304,0.007547619047606228,761954304,0.003452380952384038,759631872,0.0032857142857102145,742686720
9,0.006785714285715151,971653120,0.006023809523785639,744345600,0.005559523809539595,1570955264,0.0033809523809333357,714330112,0.006011904761886031,761958400,0.003642857142876364,759631872,0.0037499999999995666,742694912
10,0.007535714285717448,971653120,0.005916666666675632,744345600,0.005761904761873536,1570955264,0.0033333333333519562,714342400,0.005738095238081358,761958400,0.0033095238095088896,759635968,0.003226190476198234,742699008
