Nodo5 CPU 10%,Nodo5 Memory 10%,Nodo5 CPU 20%,Nodo5 Memory 20%,Nodo5 CPU 30%,Nodo5 Memory 30%,Nodo5 CPU 40%,Nodo5 Memory 40%,Nodo5 CPU 50%,Nodo5 Memory 50%,Nodo5 CPU 60%,Nodo5 Memory 60%,Nodo5 CPU 70%,Nodo5 Memory 70%,Nodo5 CPU 80%,Nodo5 Memory 80%,Nodo5 CPU 90%,Nodo5 Memory 90%,Nodo5 CPU 100%,Nodo5 Memory 100%
0.0050952380952405,733696000,0.0060476190475756,753618944,0.0062261904762083,759078912,0.0090595238095199,761348096,0.0091547619047489,765186048,0.009547619047629,751886336,0.0093809523809476,746442752,0.0111309523809682,744550400,0.0112976190476174,733552640,0.0112500000000601,716718080
0.0041071428570811,733700096,0.0060000000000021,753655808,0.0074166666666921,759119872,0.0133333333333152,762015744,0.0085476190476169,765198336,0.0095357142857286,751906816,0.0110357142857375,746455040,0.0104047619047743,744591360,0.0125238095238113,733581312,0.0116190476190191,716701696
0.0041904761905192,733700096,0.0066071428571197,753655808,0.0064166666666345,759128064,0.0075714285713967,761442304,0.0095357142857061,765341696,0.0087261904761717,751927296,0.0095476190475824,746463232,0.0100714285714158,744583168,0.0108095238094828,733614080,0.0117261904761879,716693504
0.0050238095237984,733700096,0.0059523809523814,753664000,0.0076547619047587,759214080,0.0083690476190646,761458688,0.0081309523809384,765349888,0.0086428571428473,751935488,0.0113928571428946,746459136,0.0117023809523941,744615936,0.0128333333333657,733634560,0.0133333333333274,716722176
0.0042023809523729,733700096,0.0064642857143155,753672192,0.006488095238092,759230464,0.0071309523809166,761462784,0.0092142857143165,765353984,0.0098452380952264,751955968,0.0098333333333206,746446848,0.0107857142856557,744640512,0.0102857142857403,733646848,0.0115595238094916,716779520
0.0045714285714449,733700096,0.0057619047618794,753684480,0.008142857142883,759267328,0.0089523809524337,761470976,0.0080952380952569,765366272,0.0088809523809526,751996928,0.0106547619047519,746418176,0.0113690476191298,744652800,0.0120119047618978,733659136,0.0127500000000387,716791808
0.0049880952380925,733700096,0.0074047619047473,753696768,0.0065595238095186,759296000,0.008035714285727,761487360,0.0076785714285598,765378560,0.0105119047619103,752017408,0.0094166666666924,746467328,0.0102738095237265,744660992,0.0107857142857258,733667328,0.0122142857142819,716922880
0.0041071428571209,733700096,0.0057023809524236,753758208,0.0074047619047367,759304192,0.0081785714285152,761495552,0.0099404761904617,765362176,0.0088928571428953,752037888,0.0094880952380806,746512384,0.0112738095238198,744665088,0.0117261904761727,733671424,0.0124642857143266,716890112
0.0039523809523881,733700096,0.005642857142849,753778688,0.0066904761905009,759308288,0.0074404761905035,761499648,0.0077619047619198,765304832,0.0099047619047731,752054272,0.0098214285714464,746553344,0.0100476190476502,744669184,0.0107738095237864,733700096,0.0112380952380568,716877824
0.0049523809523883,733700096,0.0065595238095606,753786880,0.0068214285714334,759320576,0.0079523809523715,761516032,0.0091071428571367,765218816,0.0084047619047271,752062464,0.0105476190475842,746299392,0.011999999999982,744681472,0.0122738095238256,733724672,0.0130595238094894,716926976
