Nodo3 CPU 10%,Nodo3 Memory 10%,Nodo3 CPU 20%,Nodo3 Memory 20%,Nodo3 CPU 30%,Nodo3 Memory 30%,Nodo3 CPU 40%,Nodo3 Memory 40%,Nodo3 CPU 50%,Nodo3 Memory 50%,Nodo3 CPU 60%,Nodo3 Memory 60%,Nodo3 CPU 70%,Nodo3 Memory 70%,Nodo3 CPU 80%,Nodo3 Memory 80%,Nodo3 CPU 90%,Nodo3 Memory 90%,Nodo3 CPU 100%,Nodo3 Memory 100%
0.0053333333333273,1583988736,0.0060595238095212,1566371840,0.0051666666666857,1566388224,0.0051190476190472,1566400512,0.0053571428571645,1566416896,0.0062023809523717,1566425088,0.0052738095237909,1566429184,0.0052500000000079,1566445568,0.0063809523809449,1566445568,0.0054523809523651,1566445568
0.0060476190476284,1583988736,0.0057261904761947,1566371840,0.0062023809523696,1566388224,0.0063928571428472,1566404608,0.0062142857142768,1566416896,0.0054999999999966,1566425088,0.0062619047619071,1566429184,0.0059404761904656,1566445568,0.0057857142857333,1566445568,0.0053214285714229,1566445568
0.0057380952380973,1583988736,0.0064761904761835,1566371840,0.0052499999999781,1566388224,0.0054166666666863,1566404608,0.0058333333333117,1566416896,0.0055952380952405,1566425088,0.00524999999999,1566429184,0.0049285714285463,1566445568,0.0060476190476157,1566445568,0.006166666666654,1566445568
0.0061785714285514,1583988736,0.0058571428571494,1566371840,0.0053095238095265,1566388224,0.005202380952358,1566404608,0.0067142857143093,1566416896,0.0057380952381122,1566425088,0.005357142857145,1566429184,0.005154761904765,1566445568,0.0052976190476117,1566445568,0.0052738095238196,1566445568
0.0051547619047758,1583984640,0.0052023809523602,1566375936,0.0052142857142869,1566388224,0.0052619047619254,1566404608,0.0057261904761844,1566416896,0.0059404761904564,1566425088,0.0066309523809303,1566429184,0.0063333333333649,1566445568,0.0055595238095309,1566445568,0.0053214285714283,1566445568
0.0051785714285729,1583988736,0.0054166666667064,1566375936,0.0059761904762012,1566388224,0.0067499999999925,1566404608,0.0056190476190538,1566416896,0.0055833333333436,1566425088,0.0059166666666788,1566429184,0.0055833333333209,1566445568,0.0056547619047705,1566445568,0.0056666666666864,1566445568
0.0054761904761884,1583988736,0.0060595238095017,1566375936,0.0053690476190338,1566388224,0.0059047619047543,1566404608,0.0054880952380872,1566416896,0.0066190476190318,1566425088,0.0058333333333361,1566429184,0.0048809523809446,1566445568,0.0060238095238213,1566445568,0.0062619047619017,1566445568
0.0060119047619044,1583988736,0.005440476190479,1566375936,0.0054047619047661,1566388224,0.0059523809523787,1566408704,0.006285714285728,1566420992,0.0063333333333405,1566425088,0.0054404761904606,1566429184,0.0066071428571658,1566445568,0.0054047619047282,1566445568,0.0058571428571304,1566445568
0.0050952380952442,1583984640,0.005095238095234,1566375936,0.0066071428571495,1566388224,0.005940476190491,1566408704,0.0061309523809503,1566420992,0.0051785714285745,1566425088,0.0059523809523928,1566429184,0.0051071428571357,1566445568,0.0055119047618967,1566445568,0.0065595238095327,1566445568
0.0052976190476209,1583988736,0.0056071428571607,1566375936,0.0056190476190408,1566388224,0.0052023809523775,1566408704,0.0061785714285704,1566420992,0.0054999999999901,1566425088,0.005440476190491,1566429184,0.0052142857142885,1566445568,0.0052500000000036,1566445568,0.0055357142857095,1566445568
