Nodo4 CPU 10%,Nodo4 Memory 10%,Nodo4 CPU 20%,Nodo4 Memory 20%,Nodo4 CPU 30%,Nodo4 Memory 30%,Nodo4 CPU 40%,Nodo4 Memory 40%,Nodo4 CPU 50%,Nodo4 Memory 50%,Nodo4 CPU 60%,Nodo4 Memory 60%,Nodo4 CPU 70%,Nodo4 Memory 70%,Nodo4 CPU 80%,Nodo4 Memory 80%,Nodo4 CPU 90%,Nodo4 Memory 90%,Nodo4 CPU 100%,Nodo4 Memory 100%
0.0013809523809554,765829120,0.0032500000000005,738680832,0.0039642857142876,741416960,0.0043928571428555,744198144,0.0053690476190497,747212800,0.0061428571428621,750657536,0.0062380952380892,753426432,0.0070476190476096,755896320,0.0073928571428539,759009280,0.0081904761904754,764026880
0.001702380952378,765829120,0.0029999999999951,738721792,0.0038690476190541,741466112,0.0047619047618901,744247296,0.005154761904755,747261952,0.005785714285709,750706688,0.0061547619047725,753467392,0.0066904761904834,755961856,0.0078690476190418,759070720,0.0084880952380902,764010496
0.0013928571428591,765829120,0.0032976190476394,738779136,0.0039761904761822,741515264,0.0042380952381152,744292352,0.0053452380952475,747302912,0.0057619047619117,750743552,0.006666666666663,753512448,0.0072142857142858,756023296,0.0075000000000115,759128064,0.0083095238095203,764030976
0.0017976190476174,765829120,0.0032976190476063,738824192,0.0036309523809555,741564416,0.004809523809517,744341504,0.0053333333333315,747347968,0.0055595238095104,750788608,0.0062261904761861,753549312,0.0066071428571479,756051968,0.007916666666661,759173120,0.0083333333333325,764092416
0.001404761904763,765829120,0.0032619047618996,738869248,0.0039999999999901,741613568,0.0044880952380892,744390656,0.005321428571421,747388928,0.0059642857142977,750829568,0.0066071428571479,753541120,0.0075238095238168,756084736,0.0077023809523866,759214080,0.0083214285714283,764170240
0.00166666666667,765829120,0.003119047619051,738926592,0.0037023809523908,741662720,0.0045595238095429,744439808,0.0049761904761951,747433984,0.0055119047619043,750878720,0.0069166666666691,753549312,0.0072142857142648,756109312,0.0080238095237999,759263232,0.0085119047619119,764248064
0.0015595238095262,765829120,0.0033095238095297,738988032,0.004095238095237,741711872,0.0047976190475933,744488960,0.0052023809523851,747479040,0.0060119047618998,750927872,0.0065595238095237,753549312,0.0071071428571458,756150272,0.0076785714285747,759312384,0.0084047619047664,764297216
0.0015357142857061,765829120,0.0028571428571356,739106816,0.0038809523809469,741761024,0.0044166666666851,744521728,0.0050714285714212,747524096,0.0065952380952361,750972928,0.0065119047619015,753631232,0.0067142857142847,756199424,0.0077023809523811,759353344,0.0084404761904717,764293120
0.0013571428571432,765829120,0.0032380952380941,739155968,0.003928571428577,741810176,0.0044523809523774,744570880,0.00528571428572,747491328,0.0062738095238165,751017984,0.0063571428571384,753696768,0.0072976190476286,756244480,0.0075119047619065,759386112,0.0078809523809558,764268544
0.0014523809523882,765829120,0.0039166666666672,739213312,0.0038095238095238,741859328,0.0045238095238078,744620032,0.0051309523809463,747417600,0.0055714285714264,751067136,0.006190476190477,753778688,0.0068095238095195,756281344,0.0077380952380884,759439360,0.008249999999996,764317696
