Nodo1 CPU 10%,Nodo1 Memory 10%,Nodo1 CPU 20%,Nodo1 Memory 20%,Nodo1 CPU 30%,Nodo1 Memory 30%,Nodo1 CPU 40%,Nodo1 Memory 40%,Nodo1 CPU 50%,Nodo1 Memory 50%,Nodo1 CPU 60%,Nodo1 Memory 60%,Nodo1 CPU 70%,Nodo1 Memory 70%,Nodo1 CPU 80%,Nodo1 Memory 80%,Nodo1 CPU 90%,Nodo1 Memory 90%,Nodo1 CPU 100%,Nodo1 Memory 100%
0.0068928571428311,939823104,0.0064880952380771,1014398976,0.00660714285713,1014411264,0.0066547619047393,1014435840,0.0072738095238129,1014505472,0.0064880952380896,1014505472,0.006785714285727,1014509568,0.0065238095237916,1014530048,0.0084880952380969,1014534144,0.0073333333333353,1014525952
0.0064523809523783,939823104,0.0075476190476056,1014398976,0.0069761904761825,1014411264,0.0072023809524033,1014435840,0.0069404761904701,1014505472,0.0074047619047519,1014505472,0.0065357142857124,1014509568,0.007452380952392,1014530048,0.0065714285714047,1014534144,0.0066547619047566,1014525952
0.007690476190493,939823104,0.0066071428571474,1014398976,0.0074166666666699,1014411264,0.0062499999999978,1014435840,0.0082261904762011,1014505472,0.006654761904775,1014505472,0.0074404761904761,1014509568,0.006595238095244,1014530048,0.0067380952381048,1014534144,0.006595238095245,1014534144
0.0072023809523719,939823104,0.0076309523809646,1014398976,0.0064166666666616,1014411264,0.0065595238095284,1014435840,0.0066309523809504,1014505472,0.0063928571428667,1014505472,0.0065119047619202,1014517760,0.0062738095238008,1014530048,0.0076666666666753,1014534144,0.0073333333333396,1014534144
0.0070476190475991,939823104,0.0067857142857027,1014398976,0.0063690476190426,1014411264,0.0075357142857077,1014435840,0.0074047619047681,1014505472,0.0074285714285565,1014505472,0.0078928571428621,1014517760,0.0074880952380892,1014530048,0.006452380952388,1014521856,0.0068571428571236,1014534144
0.0064404761904792,939823104,0.0071547619047545,1014398976,0.0074761904761934,1014411264,0.0071785714285884,1014435840,0.006857142857109,1014505472,0.0066190476190356,1014513664,0.0067261904761591,1014517760,0.0072738095238015,1014530048,0.0064285714285433,1014521856,0.0064047619047696,1014534144
0.0076071428571551,939823104,0.0067380952381004,1014407168,0.0065119047619045,1014411264,0.0072142857142401,1014435840,0.0066785714285986,1014505472,0.0066309523809677,1014513664,0.0067619047619051,1014517760,0.0067380952380993,1014517760,0.0074404761905,1014521856,0.0080476190475927,1014534144
0.0065238095238025,939823104,0.0068095238095262,1014407168,0.0063214285714382,1014411264,0.006273809523817,1014435840,0.0076666666666656,1014505472,0.0087976190476389,1014513664,0.007559523809522,1014517760,0.0066190476190432,1014517760,0.0065714285714209,1014534144,0.0063571428571592,1014534144
0.0063333333333557,939823104,0.0077261904762048,1014407168,0.0080357142857126,1014398976,0.0065833333333422,1014435840,0.006845238095251,1014505472,0.0074047619047172,1014513664,0.0063452380952401,1014517760,0.0065595238095354,1014517760,0.0069166666666611,1014534144,0.0077142857142727,1014534144
0.007071428571434,939823104,0.0063690476190453,1014407168,0.0069642857142801,1014398976,0.0072142857143132,1014435840,0.0067619047619051,1014505472,0.0066785714285916,1014513664,0.0077976190476317,1014517760,0.0076547619047736,1014530048,0.007261904761929,1014534144,0.0065119047619213,1014534144
