Nodo7 CPU 10%,Nodo7 Memory 10%,Nodo7 CPU 20%,Nodo7 Memory 20%,Nodo7 CPU 30%,Nodo7 Memory 30%,Nodo7 CPU 40%,Nodo7 Memory 40%,Nodo7 CPU 50%,Nodo7 Memory 50%,Nodo7 CPU 60%,Nodo7 Memory 60%,Nodo7 CPU 70%,Nodo7 Memory 70%,Nodo7 CPU 80%,Nodo7 Memory 80%,Nodo7 CPU 90%,Nodo7 Memory 90%,Nodo7 CPU 100%,Nodo7 Memory 100%
0.0015833333333278,741253120,0.0032619047618934,632467456,0.0037976190476063,636538880,0.004583333333337,640552960,0.0052261904761903,643878912,0.0061785714285763,647561216,0.006404761904765,651735040,0.0068809523809583,655511552,0.0085595238095349,658997248,0.0086190476190573,662601728
0.0017380952380895,741253120,0.0032976190476285,632500224,0.003773809523802,636571648,0.0044285714285649,640585728,0.0051904761904722,643911680,0.0059166666666566,647593984,0.0066190476190429,651776000,0.0073214285714303,655560704,0.0073928571428558,659038208,0.0080714285714122,662589440
0.0014523809523858,741253120,0.00335714285714,632541184,0.0038571428571588,636596224,0.0044880952381006,640614400,0.0053452380952527,643936256,0.0061666666666794,647630848,0.0061666666666616,651812864,0.0069761904761872,655605760,0.0081071428571398,659066880,0.0081666666666725,662618112
0.0016904761904774,741253120,0.0032142857142857,632582144,0.0039166666666671,636645376,0.0044404761904783,640647168,0.0054166666666605,643969024,0.0059047619047612,647655424,0.0063571428571397,651833344,0.0072023809523693,655646720,0.007642857142861,659095552,0.0083452380952314,662691840
0.0014880952380984,741253120,0.0031666666666599,632639488,0.0038690476190389,636690432,0.0045238095238139,640671744,0.0052499999999863,644018176,0.0059047619047687,647696384,0.0067380952381083,651800576,0.0073214285714362,655679488,0.0078690476190486,659136512,0.008547619047635,662761472
0.0015357142857096,741253120,0.0030357142857209,632676352,0.0037142857142896,636731392,0.0047380952380893,640712704,0.0052738095238244,644055040,0.0058571428571353,647716864,0.0066547619047612,651833344,0.0068214285714334,655720448,0.0075000000000049,659169280,0.007988095238092,662818816
0.0014404761904762,741253120,0.0029761904761883,632721408,0.0040238095238162,636772352,0.00480952380953,640757760,0.0049285714285712,644096000,0.0061904761904721,647753728,0.0066428571428612,651915264,0.006988095238084,655749120,0.0078809523809389,659210240,0.0088571428571315,662827008
0.0015714285714257,741253120,0.0031309523809498,632827904,0.0039047619047499,636805120,0.004535714285712,640802816,0.0051904761904657,644141056,0.0063571428571552,647782400,0.0064285714285584,651988992,0.0074166666666623,655794176,0.0075714285714331,659238912,0.0080000000000038,662827008
0.0015595238095275,741253120,0.0030714285714295,632913920,0.0037261904762011,636850176,0.0044880952380908,640835584,0.0048809523809538,644075520,0.0059999999999986,647806976,0.0066190476190557,652042240,0.0071190476190651,655826944,0.0078333333333337,659271680,0.0083571428571428,662786048
0.0017380952380898,741253120,0.0033452380952323,632963072,0.0038809523809477,636899328,0.0045714285714172,640868352,0.005345238095241,644030464,0.0060595238095167,647835648,0.0067499999999977,652079104,0.0073333333333253,655859712,0.0075357142857202,659312640,0.0080357142857107,662822912
