Misurazioni,Nodo1 CPU,Nodo1 Memory,Nodo2 CPU,Nodo2 Memory,Nodo3 CPU,Nodo3 Memory,Nodo4 CPU,Nodo4 Memory,Nodo5 CPU,Nodo5 Memory,Nodo6 CPU,Nodo6 Memory,Nodo7 CPU,Nodo7 Memory
1,0.00660714285713008,1014411264,0.0053809523809794264,740511744,0.0051666666666857885,1566388224,0.003964285714287658,741416960,0.006226190476208362,759078912,0.004214285714282693,737857536,0.00379761904760639,636538880
2,0.006976190476182507,1014411264,0.005785714285685746,740511744,0.006202380952369627,1566388224,0.0038690476190541153,741466112,0.007416666666692133,759119872,0.004130952380940233,737906688,0.0037738095238020308,636571648
3,0.007416666666669936,1014411264,0.005750000000007493,740511744,0.005249999999978172,1566388224,0.003976190476182258,741515264,0.006416666666634575,759128064,0.004202380952385793,737955840,0.0038571428571588387,636596224
4,0.006416666666661642,1014411264,0.006583333333339527,740511744,0.0053095238095265595,1566388224,0.003630952380955575,741564416,0.007654761904758733,759214080,0.004071428571435155,738004992,0.003916666666667164,636645376
5,0.006369047619042639,1014411264,0.0056190476190473805,740511744,0.005214285714286928,1566388224,0.0039999999999901364,741613568,0.006488095238092044,759230464,0.0040476190476048095,738054144,0.0038690476190389573,636690432
6,0.007476190476193422,1014411264,0.005785714285701986,740511744,0.0059761904762012825,1566388224,0.003702380952390849,741662720,0.008142857142883032,759267328,0.0037976190476293986,738103296,0.003714285714289644,636731392
7,0.0065119047619045245,1014411264,0.005559523809534182,740511744,0.005369047619033803,1566388224,0.004095238095237077,741711872,0.0065595238095186555,759296000,0.004154761904777074,738152448,0.004023809523816285,636772352
8,0.006321428571438251,1014411264,0.006452380952375084,740511744,0.0054047619047661935,1566388224,0.003880952380946957,741761024,0.007404761904736763,759304192,0.003952380952361387,738201600,0.0039047619047499625,636805120
9,0.008035714285712663,1014398976,0.005595238095241127,740511744,0.00660714285714957,1566388224,0.003928571428577058,741810176,0.006690476190500962,759308288,0.004130952380962158,738250752,0.003726190476201163,636850176
10,0.006964285714280193,1014398976,0.0073333333333374905,740511744,0.005619047619040884,1566388224,0.003809523809523864,741859328,0.006821428571433465,759320576,0.003940476190473149,738299904,0.003880952380947768,636899328
