Misurazioni,Nodo1 CPU,Nodo1 Memory,Nodo2 CPU,Nodo2 Memory,Nodo3 CPU,Nodo3 Memory,Nodo4 CPU,Nodo4 Memory,Nodo5 CPU,Nodo5 Memory,Nodo6 CPU,Nodo6 Memory,Nodo7 CPU,Nodo7 Memory
1,0.0073333333333353255,1014525952,0.005678571428559497,740708352,0.005452380952365165,1566445568,0.008190476190475408,764026880,0.011250000000060148,716718080,0.008297619047612854,765325312,0.008619047619057374,662601728
2,0.006654761904756665,1014525952,0.006809523809540353,740708352,0.005321428571422918,1566445568,0.008488095238090227,764010496,0.011619047619019185,716701696,0.008833333333331793,765341696,0.008071428571412298,662589440
3,0.0065952380952450885,1014534144,0.005714285714280518,740708352,0.0061666666666540205,1566445568,0.008309523809520377,764030976,0.011726190476187932,716693504,0.008511904761921383,765341696,0.008166666666672503,662618112
4,0.007333333333339655,1014534144,0.005940476190478638,740708352,0.005273809523819616,1566445568,0.008333333333332521,764092416,0.013333333333327431,716722176,0.008499999999988819,765403136,0.008345238095231453,662691840
5,0.0068571428571236265,1014534144,0.005773809523828363,740708352,0.005321428571428332,1566445568,0.008321428571428313,764170240,0.011559523809491642,716779520,0.00820238095237674,765485056,0.008547619047635091,662761472
6,0.006404761904769614,1014534144,0.0067857142857108204,740708352,0.005666666666686416,1566445568,0.008511904761911908,764248064,0.012750000000038748,716791808,0.00780952380953024,765554688,0.007988095238092033,662818816
7,0.00804761904759278,1014534144,0.006404761904759328,740708352,0.006261904761901772,1566445568,0.008404761904766442,764297216,0.012214285714281917,716922880,0.008511904761897022,765583360,0.008857142857131552,662827008
8,0.006357142857159272,1014534144,0.006892857142859807,740708352,0.005857142857130493,1566445568,0.008440476190471762,764293120,0.012464285714326619,716890112,0.008750000000011261,765571072,0.00800000000000382,662827008
9,0.007714285714272743,1014534144,0.005797619047623791,740708352,0.006559523809532731,1566445568,0.007880952380955805,764268544,0.01123809523805687,716877824,0.0083214285714275,765566976,0.008357142857142836,662786048
10,0.006511904761921306,1014534144,0.005726190476181209,740708352,0.005535714285709521,1566445568,0.008249999999996017,764317696,0.013059523809489467,716926976,0.008023809523800333,765677568,0.0080357142857107,662822912
